#Digilent WaveForms Logger;;;;
#Device Name: Discovery;;;;
#Serial Number: SN:210244449844;;;;
#Date Time: 2017-02-04 17:52::30.935;;;;
;;;;
Time (s);C1 DC (V);C2 DC (V);Sense-Power (W);Current (A)
16736;0.454422127;12.7856621;0.018772679;0.041311102
16737;0.455218137;12.785797;0.018838505;0.041383467
16738;0.447544621;12.78449521;0.018208744;0.040685875
16739;0.439499907;12.78434997;0.017560015;0.039954537
16740;0.437065155;12.78435341;0.017365995;0.039733196
16741;0.438311813;12.78429049;0.017465204;0.039846528
16742;0.436682545;12.78477772;0.017335604;0.039698413
16743;0.42976779;12.78430536;0.016790941;0.039069799
16744;0.423844332;12.78368905;0.016331274;0.038531303
16745;0.419322343;12.78359358;0.015984657;0.038120213
16746;0.411964044;12.78391338;0.015428579;0.037451277
16747;0.404329284;12.78322186;0.014862015;0.036757208
16748;0.397882833;12.78346278;0.014391886;0.036171167
16749;0.396566414;12.78393945;0.014296811;0.036051492
16750;0.394543985;12.78350825;0.01415136;0.035867635
16751;0.392198157;12.78384679;0.013983581;0.035654378
16752;0.391328295;12.78384226;0.013921621;0.0355753
16753;0.395703011;12.78484107;0.014234625;0.035973001
16754;0.401803886;12.78481026;0.014676942;0.036527626
16755;0.408335816;12.78590841;0.015158013;0.037121438
16756;0.414449179;12.78597521;0.015615284;0.037677198
16757;0.421635228;12.785758;0.016161479;0.038330475
16758;0.42594535;12.78588406;0.016493586;0.038722305
16759;0.425742526;12.78621118;0.016477882;0.038703866
16760;0.423975888;12.78644369;0.016341414;0.038543263
16761;0.424020027;12.78662018;0.016344817;0.038547275
16762;0.424974937;12.78674926;0.016418518;0.038634085
16763;0.420556944;12.78666587;0.016078922;0.038232449
16764;0.412757685;12.78677404;0.015488082;0.037523426
16765;0.408726823;12.78676435;0.015187056;0.037156984
16766;0.411062531;12.78668462;0.015361128;0.037369321
16767;0.412599;12.78702682;0.015476176;0.037509
16768;0.41149617;12.78692209;0.015393554;0.037408743
16769;0.411549998;12.78737118;0.015397582;0.037413636
16770;0.414042023;12.78742268;0.015584618;0.037640184
16771;0.414731238;12.78772221;0.015636545;0.03770284
16772;0.411430285;12.7884842;0.015388625;0.037402753
16773;0.407057937;12.78843916;0.015063288;0.037005267
16774;0.40419902;12.78793318;0.014852441;0.036745365
16775;0.399248344;12.78796141;0.01449084;0.036295304
16776;0.392346938;12.78910374;0.013994193;0.035667903
16777;0.387134011;12.78995731;0.013624795;0.035194001
16778;0.387713417;12.79032752;0.013665609;0.035246674
16779;0.39161789;12.79051069;0.013942234;0.035601626
16780;0.395734662;12.79039971;0.014236902;0.035975878
16781;0.400054258;12.7911145;0.014549401;0.036368569
16782;0.405379793;12.79277423;0.014939343;0.036852708
16783;0.414420973;12.79329335;0.015613158;0.037674634
16784;0.42226071;12.79390945;0.016209464;0.038387337
16785;0.435027654;12.79513495;0.01720446;0.039547969
16786;0.461671478;12.79671085;0.019376414;0.041970134
16787;0.492157981;12.79713408;0.022019953;0.044741635
16788;0.517341987;12.79715757;0.024331157;0.04703109
16789;0.530797285;12.79745366;0.025613251;0.048254299
16790;0.533872806;12.79718494;0.025910925;0.048533891
16791;0.537234477;12.79724506;0.026238262;0.048839498
16792;0.538530873;12.79684963;0.026365046;0.048957352
16793;0.536714929;12.79692204;0.026187538;0.048792266
16794;0.535529634;12.79707805;0.026071999;0.048684512
16795;0.538149555;12.79708624;0.026327722;0.048922687
16796;0.538005511;12.7967171;0.02631363;0.048909592
16797;0.535567745;12.79705241;0.02607571;0.048687977
16798;0.533710461;12.7969744;0.025895169;0.048519133
16799;0.534655897;12.79631995;0.025986993;0.048605082
16800;0.534071109;12.79666517;0.025930177;0.048551919
16801;0.532477152;12.79682744;0.025775629;0.048407014
16802;0.53092475;12.79670267;0.025625554;0.048265886
16803;0.532535071;12.79663155;0.025781236;0.048412279
16804;0.533858165;12.7968714;0.025909504;0.04853256
16805;0.533617661;12.79660375;0.025886164;0.048510696
16806;0.532426984;12.79606416;0.025770772;0.048402453
16807;0.533492134;12.79632426;0.025873987;0.048499285
16808;0.534766783;12.79651799;0.025997774;0.048615162
16809;0.533671704;12.79656453;0.025891408;0.048515609
16810;0.531557337;12.79658587;0.025686655;0.048323394
16811;0.532413419;12.79634236;0.025769459;0.04840122
16812;0.533588594;12.79659341;0.025883344;0.048508054
16813;0.533203615;12.79676839;0.025846009;0.048473056
16814;0.530803529;12.79648222;0.025613853;0.048254866
16815;0.530409292;12.79641412;0.02557582;0.048219027
16816;0.531109918;12.79721812;0.025643431;0.04828272
16817;0.529901801;12.79684985;0.025526902;0.048172891
16818;0.527121688;12.79711447;0.025259752;0.047920153
16819;0.52590259;12.79711318;0.025143049;0.047809326
16820;0.528755263;12.79724528;0.025416557;0.04806866
16821;0.528612511;12.79681084;0.025402835;0.048055683
16822;0.525579191;12.79709831;0.025112135;0.047779926
16823;0.524608778;12.79703215;0.025019488;0.047691707
16824;0.526044265;12.79710456;0.025156597;0.047822206
16825;0.525608042;12.79728622;0.025114892;0.047782549
16826;0.522760106;12.79704185;0.024843466;0.047523646
16827;0.522991136;12.79722761;0.02486543;0.047544649
16828;0.525876537;12.797361;0.025140557;0.047806958
16829;0.528179518;12.79726273;0.025361237;0.04801632
16830;0.527188004;12.79728881;0.025266108;0.047926182
16831;0.527738558;12.79733988;0.025318908;0.047976233
16832;0.53148693;12.79732242;0.025679851;0.048316994
16833;0.532648325;12.79731596;0.025792203;0.048422575
16834;0.532624641;12.79757455;0.02578991;0.048420422
16835;0.53201789;12.79718041;0.025731185;0.048365263
16836;0.535199991;12.79720153;0.026039912;0.048654545
16837;0.536990959;12.79725153;0.026214481;0.04881736
16838;0.536439329;12.79744978;0.02616065;0.048767212
16839;0.534736424;12.79740431;0.025994822;0.048612402
16840;0.53446836;12.79746723;0.025968766;0.048588033
16841;0.533592685;12.79743017;0.025883741;0.048508426
16842;0.531787722;12.79749223;0.025708926;0.048344338
16843;0.528814258;12.79707073;0.025422229;0.048074023
16844;0.529354908;12.79709659;0.025474238;0.048123173
16845;0.528976604;12.7972845;0.025437841;0.048088782
16846;0.528073369;12.79732458;0.025351044;0.04800667
16847;0.525684694;12.79747284;0.025122218;0.047789518
16848;0.526280678;12.7975711;0.025179214;0.047843698
16849;0.529500889;12.79818095;0.02548829;0.048136444
16850;0.52971534;12.79825896;0.02550894;0.04815594
16851;0.527031042;12.79759782;0.025251065;0.047911913
16852;0.527928679;12.79759373;0.025337154;0.047993516
16853;0.530178692;12.79726402;0.025553586;0.048198063
16854;0.529351463;12.7970272;0.025473906;0.04812286
16855;0.525163207;12.79672745;0.025072399;0.04774211
16856;0.524626003;12.79685933;0.025021131;0.047693273
16857;0.527278005;12.7961551;0.025274736;0.047934364
16858;0.526909605;12.79685696;0.02523943;0.047900873
16859;0.525367969;12.79702397;0.025091955;0.047760724
16860;0.525018302;12.79697225;0.025058565;0.047728937
16861;0.528131718;12.79695652;0.025356647;0.048011974
16862;0.528611003;12.79729656;0.02540269;0.048055546
16863;0.52721944;12.79749094;0.025269122;0.04792904
16864;0.5270403;12.79713279;0.025251953;0.047912755
16865;0.53124578;12.79731036;0.025656553;0.048295071
16866;0.53383771;12.79750818;0.025907518;0.048530701
16867;0.53423776;12.7974056;0.025946362;0.048567069
16868;0.535384945;12.79749245;0.026057913;0.048671359
16869;0.539208676;12.79769005;0.026431454;0.049018971
16870;0.541616944;12.79761269;0.026668083;0.049237904
16871;0.542294102;12.79743642;0.026734808;0.049299464
16872;0.542366231;12.79760084;0.026741921;0.049306021
16873;0.544215764;12.79803549;0.026924618;0.04947416
16874;0.545960225;12.79794067;0.027097506;0.049632748
16875;0.544801414;12.79776806;0.026982598;0.049527401
16876;0.543765116;12.79800683;0.026880046;0.049433192
16877;0.544306841;12.79852509;0.026933631;0.04948244
16878;0.545596132;12.79799153;0.027061376;0.049599648
16879;0.544558111;12.79798808;0.026958503;0.049505283
16880;0.541650749;12.79779112;0.026671412;0.049240977
16881;0.541353617;12.7977547;0.026642158;0.049213965
16882;0.542761545;12.7981275;0.026780918;0.049341959
16883;0.540401722;12.79771871;0.026548547;0.049127429
16884;0.536520717;12.79777582;0.026168589;0.048774611
16885;0.536291409;12.79774371;0.026146225;0.048753764
16886;0.536484545;12.79801351;0.026165061;0.048771322
16887;0.534472236;12.79791934;0.025969143;0.048588385
16888;0.530717404;12.7980663;0.025605542;0.048247037
16889;0.53027666;12.79802493;0.025563031;0.048206969
16890;0.532323419;12.79824667;0.025760747;0.048393038
16891;0.531704396;12.79771117;0.025700869;0.048336763
16892;0.528338203;12.79765751;0.025376478;0.048030746
16893;0.527259703;12.797987;0.025272981;0.0479327
16894;0.527775161;12.79817599;0.02532242;0.04797956
16895;0.527564155;12.79779996;0.025302176;0.047960378
16896;0.526576733;12.79824279;0.02520755;0.047870612
16897;0.527207382;12.79828395;0.025267966;0.047927944
16898;0.529096963;12.79880803;0.025449418;0.048099724
16899;0.529189117;12.79857918;0.025458284;0.048108102
16900;0.527274345;12.79860159;0.025274385;0.047934031
16901;0.52618228;12.79888561;0.025169799;0.047834753
16902;0.529044212;12.79930647;0.025444343;0.048094928
16903;0.531854253;12.79904658;0.025715359;0.048350387
16904;0.532945671;12.79944417;0.025821008;0.048449606
16905;0.534660203;12.79877851;0.025987412;0.048605473
16906;0.539524109;12.79994002;0.026462388;0.049047646
16907;0.541497446;12.79966763;0.026656317;0.049227041
16908;0.541573451;12.79910692;0.0266638;0.04923395
16909;0.53990435;12.79834192;0.026499701;0.049082214
16910;0.540674953;12.79860633;0.0265754;0.049152268
16911;0.540214615;12.79914355;0.026530166;0.04911042
16912;0.539133963;12.79892914;0.02642413;0.049012178
16913;0.536104949;12.79875739;0.026128047;0.048736814
16914;0.538000774;12.79829279;0.026313167;0.048909161
16915;0.540528756;12.79873433;0.026561031;0.049138978
16916;0.539981432;12.79831304;0.026507268;0.049089221
16917;0.53683292;12.79777905;0.026199053;0.048802993
16918;0.536629019;12.79845829;0.026179155;0.048784456
16919;0.537731203;12.79848544;0.026286804;0.048884655
16920;0.538192187;12.7978687;0.026331894;0.048926562
16921;0.535997077;12.79782301;0.026117533;0.048727007
16922;0.537443115;12.79841734;0.026258646;0.048858465
16923;0.540033538;12.79901835;0.026512384;0.049093958
16924;0.53988368;12.79866451;0.026497672;0.049080335
16925;0.536386147;12.79831434;0.026155464;0.048762377
16926;0.536041862;12.79902072;0.026121898;0.048731078
16927;0.536887394;12.79900693;0.02620437;0.048807945
16928;0.533801968;12.79844902;0.025904049;0.048527452
16929;0.527750615;12.79792386;0.025320065;0.047977329
16930;0.523428436;12.79851884;0.02490703;0.047584403
16931;0.521472323;12.79775513;0.024721217;0.047406575
16932;0.518581755;12.79787473;0.024447912;0.047143796
16933;0.514209839;12.79762196;0.024037433;0.046746349
16934;0.51353548;12.79801868;0.023974426;0.046685044
16935;0.515967218;12.79779198;0.024202015;0.046906111
16936;0.516241956;12.79798765;0.024227796;0.046931087
16937;0.513901511;12.79758058;0.024008615;0.046718319
16938;0.511111279;12.79745711;0.023748613;0.046464662
16939;0.512494015;12.79763359;0.023877283;0.046590365
16940;0.511848939;12.79772044;0.023817212;0.046531722
16941;0.509868711;12.79847143;0.023633282;0.046351701
16942;0.50918897;12.79833136;0.02357031;0.046289906
16943;0.5126527;12.79844126;0.023892072;0.046604791
16944;0.516690452;12.79831455;0.024269911;0.046971859
16945;0.518345558;12.79850095;0.024425647;0.047122323
16946;0.51814381;12.79818741;0.024406637;0.047103983
16947;0.520257962;12.79778164;0.024606213;0.047296178
16948;0.518818599;12.7986143;0.024470249;0.047165327
16949;0.514977858;12.79847316;0.02410929;0.046816169
16950;0.509314282;12.79847811;0.023581913;0.046301298
16951;0.504570736;12.79823525;0.023144693;0.045870067
16952;0.498834816;12.79816737;0.02262147;0.04534862
16953;0.490202945;12.79773078;0.021845357;0.044563904
16954;0.47860773;12.79773337;0.020824124;0.043509794
16955;0.470357608;12.79758188;0.020112389;0.042759783
16956;0.464768315;12.7974306;0.019637235;0.042251665
16957;0.459953286;12.7975168;0.019232457;0.041813935
16958;0.457246164;12.79706254;0.019006732;0.041567833
16959;0.460419652;12.79752908;0.019271478;0.041856332
16960;0.466591365;12.79780771;0.019791591;0.042417397
16961;0.470690911;12.79895004;0.020140903;0.042790083
16962;0.47163118;12.79883885;0.020221452;0.042875562
16963;0.474279953;12.79906296;0.020449225;0.043116359
16964;0.477284421;12.79990877;0.020709129;0.043389493
16965;0.477783515;12.79990338;0.020752462;0.043434865
16966;0.475386227;12.8000678;0.020544733;0.04321693
16967;0.476166088;12.80049426;0.020612195;0.043287826
16968;0.481362221;12.80072958;0.021064508;0.043760202
16969;0.486047202;12.80110346;0.021476535;0.044186109
16970;0.487553527;12.80115583;0.021609858;0.044323048
16971;0.487746016;12.80108579;0.021626925;0.044340547
16972;0.489505764;12.80097697;0.021783263;0.044500524
16973;0.48855516;12.80129417;0.02169874;0.044414105
16974;0.485869569;12.80174197;0.02146084;0.044169961
16975;0.484755112;12.80149458;0.021362502;0.044068647
16976;0.486901992;12.80190876;0.021552141;0.044263817
16977;0.489488969;12.80280995;0.021781768;0.044498997
16978;0.489750789;12.80309052;0.021805076;0.044522799
16979;0.488816764;12.80345471;0.021721984;0.044437888
16980;0.490198854;12.80353444;0.021844992;0.044563532
16981;0.491420536;12.80276879;0.021954013;0.044674594
16982;0.48999969;12.80295541;0.021827245;0.044545426
16983;0.488953272;12.80392987;0.021734118;0.044450297
16984;0.492158411;12.80392491;0.022019991;0.044741674
16985;0.495637643;12.8040318;0.022332425;0.045057968
16986;0.496839086;12.80363507;0.022440825;0.04516719
16987;0.498662351;12.80383117;0.022605831;0.045332941
16988;0.504257026;12.80431301;0.023115923;0.045841548
16989;0.511102666;12.80463561;0.023747812;0.046463879
16990;0.516907487;12.80491553;0.024290305;0.04699159
16991;0.518894389;12.80505776;0.024477399;0.047172217
16992;0.522755369;12.8054965;0.024843016;0.047523215
16993;0.526886998;12.80556955;0.025237264;0.047898818
16994;0.530031204;12.80598265;0.025539371;0.048184655
16995;0.531434394;12.80627874;0.025674774;0.048312218
16996;0.537460125;12.80679765;0.026260308;0.048860011
16997;0.546389557;12.80797144;0.027140141;0.049671778
16998;0.551853754;12.80777879;0.027685688;0.050168523
16999;0.552009855;12.80789451;0.027701353;0.050182714
17000;0.551465761;12.80772534;0.027646771;0.050133251
17001;0.550129102;12.80786606;0.027512912;0.050011737
17002;0.545580844;12.80768505;0.02705986;0.049598259
17003;0.538536471;12.8077637;0.026365594;0.048957861
17004;0.536165021;12.80783654;0.026133903;0.048742275
17005;0.540597441;12.80785744;0.026567781;0.049145222
17006;0.542957694;12.80796454;0.026800278;0.04935979
17007;0.542944345;12.80815719;0.02679896;0.049358577
17008;0.545294694;12.80858688;0.027031482;0.049572245
17009;0.55025549;12.80857719;0.027525555;0.050023226
17010;0.552991895;12.80850026;0.027800003;0.05027199
17011;0.554153505;12.80806905;0.027916919;0.050377591
17012;0.555376694;12.80814168;0.028040297;0.05048879
17013;0.559417676;12.80841772;0.028449831;0.050856152
17014;0.561100557;12.80923681;0.028621258;0.051009142
17015;0.559799424;12.80948247;0.028488672;0.050890857
17016;0.556597515;12.80883858;0.028163709;0.050599774
17017;0.555252889;12.80900774;0.028027797;0.050477535
17018;0.550282404;12.80931978;0.027528248;0.050025673
17019;0.544892706;12.80944843;0.026991642;0.049535701
17020;0.541118927;12.80945704;0.026619063;0.04919263
17021;0.543184634;12.80972059;0.026822686;0.049380421
17022;0.547071452;12.81063364;0.027207925;0.049733768
17023;0.549500821;12.81032009;0.027450105;0.04995462
17024;0.551218152;12.81102756;0.02762195;0.050110741
17025;0.553512089;12.81061015;0.02785233;0.050319281
17026;0.554448698;12.8102923;0.027946669;0.050404427
17027;0.553271585;12.810227;0.027828132;0.050297417
17028;0.5521511;12.80993328;0.027715531;0.050195555
17029;0.555467771;12.81048559;0.028049495;0.05049707
17030;0.559691553;12.81130102;0.028477694;0.05088105
17031;0.562018003;12.81133528;0.02871493;0.051092546
17032;0.563162603;12.81138635;0.028832011;0.0511966
17033;0.566705998;12.8119281;0.029195972;0.051518727
17034;0.569455321;12.81193737;0.029479942;0.051768666
17035;0.57022011;12.81247826;0.029559179;0.051838192
17036;0.570596261;12.81301462;0.02959819;0.051872387
17037;0.573931018;12.81312042;0.029945165;0.052175547
17038;0.577917741;12.81316201;0.030362629;0.052537976
17039;0.578810211;12.81356326;0.030456478;0.05261911
17040;0.579453349;12.81398541;0.030524198;0.052677577
17041;0.584364623;12.81412979;0.031043819;0.053124057
17042;0.588766037;12.81470236;0.031513222;0.053524185
17043;0.590426311;12.81483015;0.031691203;0.053675119
17044;0.588649338;12.81487217;0.031500731;0.053513576
17045;0.591506748;12.81482497;0.031807294;0.053773341
17046;0.593627574;12.81509714;0.032035791;0.053966143
17047;0.59569931;12.81510059;0.032259788;0.054154483
17048;0.595526414;12.81505081;0.032241065;0.054138765
17049;0.598232675;12.81534108;0.032534758;0.054384789
17050;0.601562695;12.81518657;0.032897971;0.054687518
17051;0.604245056;12.8154833;0.033192008;0.054931369
17052;0.6040685;12.81565764;0.033172614;0.054915318
17053;0.605972291;12.81588865;0.033382038;0.05508839
17054;0.609472624;12.81591774;0.033768807;0.055406602
17055;0.611404621;12.81654913;0.033983237;0.055582238
17056;0.610653612;12.81651336;0.033899803;0.055513965
17057;0.612953578;12.81601816;0.034155644;0.055723053
17058;0.616731448;12.81620585;0.034577971;0.056066495
17059;0.617226451;12.81660042;0.034633499;0.056111496
17060;0.613568295;12.8159923;0.034224187;0.055778936
17061;0.613538797;12.81623796;0.034220896;0.055776254
17062;0.613336404;12.81594532;0.034198322;0.055757855
17063;0.610703134;12.81579879;0.033905302;0.055518467
17064;0.604566087;12.81529216;0.033227287;0.054960553
17065;0.601796739;12.81501073;0.032923574;0.054708794
17066;0.602140809;12.81500965;0.032961232;0.054740074
17067;0.599662133;12.8152023;0.032690425;0.054514739
17068;0.595206244;12.81538827;0.032206407;0.054109659
17069;0.594844089;12.81556325;0.032167226;0.054076735
17070;0.598452939;12.81552446;0.03255872;0.054404813
17071;0.59835002;12.81572616;0.032547522;0.054395456
17072;0.596411778;12.81606363;0.032337001;0.054219253
17073;0.596060388;12.81633213;0.032298908;0.054187308
17074;0.598123511;12.81613323;0.032522885;0.054374865
17075;0.596539889;12.81671916;0.032350894;0.054230899
17076;0.591444092;12.81584727;0.031800556;0.053767645
17077;0.587943544;12.81620133;0.031425237;0.053449413
17078;0.588204503;12.81574685;0.03145314;0.053473137
17079;0.586148486;12.81593067;0.031233641;0.053286226
17080;0.582441884;12.8160535;0.030839868;0.052949262
17081;0.581200608;12.81648341;0.030708559;0.052836419
17082;0.582745044;12.81694025;0.030871981;0.052976822
17083;0.58366292;12.81786515;0.030969309;0.053060265
17084;0.58094654;12.81802375;0.030681717;0.052813322
17085;0.579058897;12.81771926;0.030482655;0.052641718
17086;0.581533266;12.81733245;0.030743722;0.052866661
17087;0.582443176;12.81813107;0.030840005;0.05294938
17088;0.582308821;12.81745959;0.030825778;0.052937166
17089;0.581552213;12.81805737;0.030745725;0.052868383
17090;0.585790636;12.81829096;0.031195515;0.053253694
17091;0.590112601;12.81843771;0.031657535;0.0536466
17092;0.592952786;12.81858791;0.031963001;0.053904799
17093;0.595191819;12.81874414;0.032204846;0.054108347
17094;0.601583796;12.8189286;0.032900278;0.054689436
17095;0.605767745;12.81880556;0.033359505;0.055069795
17096;0.606936675;12.81983195;0.033488375;0.055176061
17097;0.606784019;12.81922017;0.033471531;0.055162184
17098;0.609120158;12.81924215;0.033729761;0.05537456
17099;0.609779444;12.81952509;0.033802815;0.055434495
17100;0.60882884;12.81947682;0.033697505;0.055348076
17101;0.607786298;12.81936713;0.033582199;0.0552533
17102;0.611178113;12.81979855;0.033958062;0.055561647
17103;0.615210051;12.8200955;0.034407582;0.055928186
17104;0.616932981;12.82033233;0.034600573;0.056084816
17105;0.617259179;12.82107147;0.034637172;0.056114471
17106;0.619955535;12.82175415;0.034940442;0.056359594
17107;0.623388044;12.82166213;0.035328423;0.05667164
17108;0.62412312;12.82170394;0.035411788;0.056738465
17109;0.62334412;12.82175609;0.035323445;0.056667647
17110;0.626072773;12.82190068;0.035633374;0.056915707
17111;0.62908973;12.82176988;0.035977626;0.057189975
17112;0.629735667;12.82190607;0.036051546;0.057248697
17113;0.627297255;12.8223543;0.035772895;0.057027023
17114;0.629029012;12.82228017;0.035970682;0.057184456
17115;0.630371484;12.822506;0.036124383;0.057306499
17116;0.628965925;12.82306413;0.035963467;0.05717872
17117;0.628166686;12.82247928;0.035872126;0.057106062
17118;0.631043474;12.82236981;0.036201442;0.057367589
17119;0.637036046;12.82261116;0.036892266;0.057912368
17120;0.640250444;12.82293828;0.037265512;0.058204586
17121;0.640394488;12.82322812;0.037282282;0.058217681
17122;0.644085803;12.8232432;0.03771332;0.058553255
17123;0.646633593;12.82313891;0.038012273;0.058784872
17124;0.648375685;12.82365544;0.038217366;0.058943244
17125;0.648085229;12.8240026;0.038183133;0.058916839
17126;0.651788601;12.82443035;0.038620762;0.059253509
17127;0.656360112;12.82439458;0.039164418;0.059669101
17128;0.658128903;12.82390391;0.039375787;0.0598299
17129;0.657095619;12.8245019;0.039252241;0.059735965
17130;0.658668691;12.82465835;0.039440404;0.059878972
17131;0.660707053;12.82496327;0.039684892;0.060064278
17132;0.662064166;12.82528651;0.039848087;0.060187651
17133;0.662211871;12.8251223;0.039865869;0.060201079
17134;0.665519499;12.82471761;0.040265109;0.060501773
17135;0.670764507;12.82417758;0.040902275;0.060978592
17136;0.674292615;12.82523522;0.041333685;0.061299329
17137;0.674550128;12.82535482;0.041365261;0.061322739
17138;0.676847726;12.8255979;0.041647531;0.061531611
17139;0.681742852;12.82559359;0.04225212;0.061976623
17140;0.683562026;12.82547506;0.042477913;0.062142002
17141;0.683024606;12.8253365;0.042411147;0.062093146
17142;0.685560555;12.82582158;0.042726661;0.062323687
17143;0.688998877;12.82548282;0.043156314;0.062636262
17144;0.690300871;12.82539619;0.043319572;0.062754625
17145;0.68908005;12.82545718;0.043166483;0.062643641
17146;0.690887597;12.82543089;0.043393243;0.062807963
17147;0.694854726;12.82560307;0.043893008;0.063168611
17148;0.695227001;12.82553217;0.043940053;0.063202455
17149;0.693295435;12.8257231;0.043696233;0.063026858
17150;0.694295776;12.82572461;0.04382242;0.063117798
17151;0.69682914;12.82645642;0.044142805;0.063348104
17152;0.698111971;12.82707122;0.044305484;0.063464725
17153;0.696000619;12.82685702;0.044037896;0.063272784
17154;0.696393564;12.82661933;0.044087636;0.063308506
17155;0.698981833;12.82598363;0.044415964;0.063543803
17156;0.699156021;12.82654736;0.044438104;0.063559638
17157;0.696685312;12.82619632;0.044124584;0.063335028
17158;0.697647112;12.82646547;0.044246499;0.063422465
17159;0.699860738;12.82712811;0.044527732;0.063623703
17160;0.699136858;12.82657731;0.044435668;0.063557896
17161;0.696687896;12.82626657;0.044124911;0.063335263
17162;0.697244263;12.82649521;0.044195415;0.063385842
17163;0.701058951;12.82718371;0.044680332;0.063732632
17164;0.701578284;12.82658485;0.044746554;0.063779844
17165;0.700784428;12.82671824;0.044645347;0.063707675
17166;0.703785451;12.82671393;0.045028542;0.063980496
17167;0.708022152;12.82657257;0.045572306;0.06436565
17168;0.709273762;12.82644392;0.04573357;0.064479433
17169;0.70852103;12.82639026;0.04563655;0.064411003
17170;0.711557795;12.82635169;0.046028591;0.064687072
17171;0.716360122;12.82720935;0.046651984;0.065123647
17172;0.718662456;12.8274214;0.046952339;0.065332951
17173;0.718358866;12.82627756;0.046912678;0.065305351
17174;0.71958873;12.82659864;0.047073449;0.065417157
17175;0.721447952;12.82697813;0.047317013;0.065586177
17176;0.719016645;12.82630363;0.046998631;0.06536515
17177;0.713943887;12.82586489;0.046337807;0.06490399
17178;0.711856434;12.8259888;0.046067235;0.064714221
17179;0.711173032;12.8258914;0.045978826;0.064652094
17180;0.709560558;12.82576684;0.045770562;0.064505505
17181;0.707141309;12.82550092;0.045458985;0.064285574
17182;0.708087176;12.82587071;0.045580677;0.064371561
17183;0.712209761;12.82584356;0.046112977;0.064746342
17184;0.713485056;12.82562569;0.046278266;0.064862278
17185;0.712075622;12.82558583;0.046095608;0.064734147
17186;0.712487514;12.82575607;0.046148951;0.064771592
17187;0.713712426;12.82569724;0.046307766;0.064882948
17188;0.712876368;12.8259429;0.046199338;0.064806943
17189;0.709376897;12.82600733;0.045746871;0.064488809
17190;0.70939972;12.82604095;0.045749815;0.064490884
17191;0.711606241;12.82604569;0.046034858;0.064691476
17192;0.710320395;12.82626657;0.045868642;0.064574581
17193;0.707208702;12.82564552;0.04546765;0.0642917
17194;0.706804991;12.82542184;0.045415754;0.064254999
17195;0.70881364;12.82500292;0.045674252;0.064437604
17196;0.70849304;12.8250458;0.045632944;0.064408458
17197;0.70670767;12.82462925;0.045403248;0.064246152
17198;0.70887931;12.82514083;0.045682716;0.064443574
17199;0.712197058;12.82526841;0.046111332;0.064745187
17200;0.712256269;12.82540158;0.046118999;0.06475057
17201;0.707748274;12.82557354;0.045537056;0.064340752
17202;0.708149186;12.82526259;0.045588661;0.064377199
17203;0.710756618;12.82514924;0.045924997;0.064614238
17204;0.710567359;12.82464477;0.045900543;0.064597033
17205;0.70733509;12.82471545;0.045483903;0.06430319
17206;0.706665038;12.82391813;0.045397771;0.064242276
17207;0.706035465;12.82394032;0.045316916;0.064185042
17208;0.702871881;12.82472536;0.044911716;0.063897444
17209;0.699691072;12.82500055;0.044506145;0.063608279
17210;0.701426705;12.82517919;0.04472722;0.063766064
17211;0.706330873;12.82501305;0.045354846;0.064211898
17212;0.70872041;12.82503826;0.045662238;0.064429128
17213;0.7088623;12.82497943;0.045680524;0.064442027
17214;0.711305665;12.8248441;0.045995977;0.064664151
17215;0.713592497;12.82431744;0.046292205;0.064872045
17216;0.713632545;12.82508459;0.046297401;0.064875686
17217;0.710591258;12.82479152;0.045903631;0.064599205
17218;0.710585014;12.82455426;0.045902824;0.064598638
17219;0.71243627;12.82466416;0.046142313;0.064766934
17220;0.711662437;12.82506886;0.04604213;0.064696585
17221;0.710294989;12.8243114;0.045865361;0.064572272
17222;0.71145746;12.82440493;0.046015611;0.064677951
17223;0.714893414;12.82468658;0.046461145;0.06499031
17224;0.715230593;12.82438855;0.046504982;0.065020963
17225;0.711919305;12.82358648;0.046075372;0.064719937
17226;0.71201598;12.82405777;0.046087887;0.064728725
17227;0.711613131;12.82383753;0.04603575;0.064692103
17228;0.709244264;12.82372138;0.045729766;0.064476751
17229;0.70556996;12.82341495;0.045257179;0.064142724
17230;0.704977635;12.82343198;0.045181224;0.064088876
17231;0.70646609;12.82352291;0.045372212;0.06422419
17232;0.706986499;12.82394119;0.045439083;0.0642715
17233;0.704254832;12.82322704;0.045088624;0.064023167
17234;0.705559625;12.8230721;0.045255853;0.064141784
17235;0.707278678;12.82294432;0.045476648;0.064298062
17236;0.706908556;12.8232501;0.045429064;0.064264414
17237;0.704287129;12.8227327;0.04509276;0.064026103
17238;0.704984956;12.82263702;0.045182163;0.064089541
17239;0.706339055;12.82240429;0.045355896;0.064212641
17240;0.706404295;12.82241937;0.045364275;0.064218572
17241;0.704447752;12.82210152;0.04511333;0.064040705
17242;0.706198887;12.82189099;0.045337897;0.064199899
17243;0.706015871;12.82199485;0.045314401;0.064183261
17244;0.700675695;12.82207803;0.044631494;0.06369779
17245;0.691760473;12.82202696;0.043502959;0.062887316
17246;0.688565023;12.82158111;0.043101981;0.06259682
17247;0.690847118;12.82181125;0.043388158;0.062804283
17248;0.693950845;12.82197611;0.043778889;0.06308644
17249;0.697712567;12.82197869;0.044254802;0.063428415
